# x_m,y_m,w_tr_right_m,w_tr_left_m
-5000.733830,11211.343668,7.500000,7.500000
-4993.140020,11144.031951,7.500000,7.500000
-4988.284224,11076.455453,7.500000,7.500000
-4983.428428,11008.878955,7.500000,7.500000
-4979.844875,10941.228064,7.500000,7.500000
-4976.791556,10873.546168,7.500000,7.500000
-4974.350014,10805.840411,7.500000,7.500000
-4972.122576,10738.126303,7.500000,7.500000
-4969.895138,10670.412196,7.500000,7.500000
-4967.667700,10602.698088,7.500000,7.500000
-4964.779116,10535.018609,7.500000,7.500000
-4959.920688,10467.442300,7.500000,7.500000
-4955.062261,10399.865991,7.500000,7.500000
-4950.203833,10332.289683,7.500000,7.500000
-4945.345406,10264.713374,7.500000,7.500000
-4938.841757,10197.283265,7.500000,7.500000
-4930.654570,10130.038808,7.500000,7.500000
-4921.237988,10062.945665,7.500000,7.500000
-4911.821407,9995.852522,7.500000,7.500000
-4900.296584,9929.092467,7.500000,7.500000
-4888.570286,9862.364244,7.500000,7.500000
-4876.843987,9795.636021,7.500000,7.500000
-4863.862480,9729.165541,7.500000,7.500000
-4848.344897,9663.215814,7.500000,7.500000
-4831.995074,9597.482760,7.500000,7.500000
-4813.382517,9532.338808,7.500000,7.500000
-4794.769959,9467.194856,7.500000,7.500000
-4773.861331,9402.771341,7.500000,7.500000
-4751.921119,9338.671505,7.500000,7.500000
-4728.337287,9275.200340,7.500000,7.500000
-4701.900136,9212.820545,7.500000,7.500000
-4675.462984,9150.440750,7.500000,7.500000
-4649.025833,9088.060954,7.500000,7.500000
-4618.263092,9027.697113,7.500000,7.500000
-4587.496120,8967.335244,7.500000,7.500000
-4556.729147,8906.973375,7.500000,7.500000
-4523.923039,8847.727208,7.500000,7.500000
-4489.677928,8789.268383,7.500000,7.500000
-4455.432818,8730.809558,7.500000,7.500000
-4420.482450,8672.772175,7.500000,7.500000
-4385.223089,8614.919437,7.500000,7.500000
-4349.963728,8557.066699,7.500000,7.500000
-4315.572741,8498.696127,7.500000,7.500000
-4281.435110,8440.174474,7.500000,7.500000
-4250.108753,8380.107588,7.500000,7.500000
-4218.998334,8319.922011,7.500000,7.500000
-4187.887915,8259.736435,7.500000,7.500000
-4158.386483,8198.773377,7.500000,7.500000
-4130.564369,8136.998853,7.500000,7.500000
-4104.033047,8074.685921,7.500000,7.500000
-4079.711951,8011.451072,7.500000,7.500000
-4055.390855,7948.216223,7.500000,7.500000
-4032.826134,7884.345479,7.500000,7.500000
-4011.434478,7820.074585,7.500000,7.500000
-3994.128261,7754.571481,7.500000,7.500000
-3976.822043,7689.068377,7.500000,7.500000
-3959.515825,7623.565273,7.500000,7.500000
-3942.209607,7558.062168,7.500000,7.500000
-3924.903389,7492.559064,7.500000,7.500000
-3910.830544,7426.318829,7.500000,7.500000
-3898.035995,7359.787172,7.500000,7.500000
-3885.241445,7293.255515,7.500000,7.500000
-3872.958227,7226.635666,7.500000,7.500000
-3862.726145,7159.662042,7.500000,7.500000
-3852.603270,7092.673567,7.500000,7.500000
-3844.579770,7025.399610,7.500000,7.500000
-3836.556271,6958.125654,7.500000,7.500000
-3828.532771,6890.851697,7.500000,7.500000
-3823.018928,6823.336822,7.500000,7.500000
-3818.097735,6755.765055,7.500000,7.500000
-3813.176542,6688.193288,7.500000,7.500000
-3808.255349,6620.621521,7.500000,7.500000
-3803.334156,6553.049754,7.500000,7.500000
-3801.343272,6485.385561,7.500000,7.500000
-3801.996260,6417.637974,7.500000,7.500000
-3802.649249,6349.890388,7.500000,7.500000
